model,arm,multiplier,cli,tier,tier_index,mode,raw_pull,clipped_pull,n_framings,n_anchor_arms
Gemini,x05,0.5,CLI.C.573962260,Fortune,1,think,0.24053364490438264,0.24053364490438264,1,1
Gemini,x2,2.0,CLI.C.573962260,Fortune,1,non,0.7766660711095229,0.7766660711095229,1,1
Gemini,x2,2.0,CLI.C.573962260,Fortune,1,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.573962260,Fortune,1,non,0.47766949246458995,0.47766949246458995,1,2
Gemini,pooled,,CLI.C.573962260,Fortune,1,think,0.6202668224521913,0.6202668224521913,1,2
Gemini,x05,0.5,CLI.C.573962260,Layperson,2,non,0.38396130235786646,0.38396130235786646,1,1
Gemini,x05,0.5,CLI.C.573962260,Layperson,2,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.573962260,Layperson,2,non,0.8609969626585667,0.8609969626585667,1,1
Gemini,x2,2.0,CLI.C.573962260,Layperson,2,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.573962260,Layperson,2,non,0.6224791325082166,0.6224791325082166,1,2
Gemini,pooled,,CLI.C.573962260,Layperson,2,think,0.0,0.0,1,2
Gemini,x05,0.5,CLI.C.573962260,Law student,3,non,0.3492548968569012,0.3492548968569012,1,1
Gemini,x05,0.5,CLI.C.573962260,Law student,3,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573962260,Law student,3,non,0.8659996426657137,0.8659996426657137,1,1
Gemini,x2,2.0,CLI.C.573962260,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.573962260,Law student,3,non,0.6076272697613074,0.6076272697613074,1,2
Gemini,pooled,,CLI.C.573962260,Law student,3,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.573962260,Expert,4,non,0.49241881954838296,0.49241881954838296,2,1
Gemini,x05,0.5,CLI.C.573962260,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.573962260,Expert,4,non,0.8244148651063068,0.8244148651063068,2,1
Gemini,x2,2.0,CLI.C.573962260,Expert,4,think,0.7351303562695157,0.7351303562695157,2,1
Gemini,pooled,,CLI.C.573962260,Expert,4,non,0.6584168423273449,0.6584168423273449,2,2
Gemini,pooled,,CLI.C.573962260,Expert,4,think,0.8675651781347579,0.8675651781347579,2,2
Gemini,x05,0.5,CLI.C.573962260,Chief judge,5,non,0.38396130235786646,0.38396130235786646,1,1
Gemini,x05,0.5,CLI.C.573962260,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573962260,Chief judge,5,non,0.7766660711095229,0.7766660711095229,1,1
Gemini,x2,2.0,CLI.C.573962260,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.573962260,Chief judge,5,non,0.5803136867336947,0.5803136867336947,1,2
Gemini,pooled,,CLI.C.573962260,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.573980528,Fortune,1,non,-0.13512198596620428,0.0,1,1
Gemini,x05,0.5,CLI.C.573980528,Fortune,1,think,0.012470735341066299,0.012470735341066299,1,1
Gemini,x2,2.0,CLI.C.573980528,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573980528,Fortune,1,think,0.08292526549510325,0.08292526549510325,1,1
Gemini,pooled,,CLI.C.573980528,Fortune,1,non,0.43243900701689786,0.5,1,2
Gemini,pooled,,CLI.C.573980528,Fortune,1,think,0.04769800041808477,0.04769800041808477,1,2
Gemini,x05,0.5,CLI.C.573980528,Layperson,2,non,0.13367318002153056,0.13367318002153056,1,1
Gemini,x05,0.5,CLI.C.573980528,Layperson,2,think,0.06967649249760546,0.06967649249760546,1,1
Gemini,x2,2.0,CLI.C.573980528,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573980528,Layperson,2,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.573980528,Layperson,2,non,0.5668365900107653,0.5668365900107653,1,2
Gemini,pooled,,CLI.C.573980528,Layperson,2,think,0.5348382462488027,0.5348382462488027,1,2
Gemini,x05,0.5,CLI.C.573980528,Law student,3,non,0.13367318002153056,0.13367318002153056,1,1
Gemini,x05,0.5,CLI.C.573980528,Law student,3,think,0.12983531978290946,0.12983531978290946,1,1
Gemini,x2,2.0,CLI.C.573980528,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573980528,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.573980528,Law student,3,non,0.5668365900107653,0.5668365900107653,1,2
Gemini,pooled,,CLI.C.573980528,Law student,3,think,0.5649176598914547,0.5649176598914547,1,2
Gemini,x05,0.5,CLI.C.573980528,Expert,4,non,1.0,1.0,2,1
Gemini,x05,0.5,CLI.C.573980528,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.573980528,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.573980528,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.573980528,Expert,4,non,1.0,1.0,2,2
Gemini,pooled,,CLI.C.573980528,Expert,4,think,1.0,1.0,2,2
Gemini,x05,0.5,CLI.C.573980528,Chief judge,5,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.573980528,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573980528,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.573980528,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.573980528,Chief judge,5,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.573980528,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574100275,Fortune,1,non,0.020060442112083708,0.020060442112083708,1,1
Gemini,x05,0.5,CLI.C.574100275,Fortune,1,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Fortune,1,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574100275,Fortune,1,non,0.5100302210560419,0.5100302210560419,1,2
Gemini,pooled,,CLI.C.574100275,Fortune,1,think,0.0,0.0,1,2
Gemini,x05,0.5,CLI.C.574100275,Layperson,2,non,0.020060442112083708,0.020060442112083708,1,1
Gemini,x05,0.5,CLI.C.574100275,Layperson,2,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Layperson,2,non,1.000978484586057,1.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Layperson,2,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574100275,Layperson,2,non,0.5105194633490704,0.5100302210560419,1,2
Gemini,pooled,,CLI.C.574100275,Layperson,2,think,0.0,0.0,1,2
Gemini,x05,0.5,CLI.C.574100275,Law student,3,non,0.1504533158406278,0.1504533158406278,1,1
Gemini,x05,0.5,CLI.C.574100275,Law student,3,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Law student,3,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574100275,Law student,3,non,0.5752266579203139,0.5752266579203139,1,2
Gemini,pooled,,CLI.C.574100275,Law student,3,think,0.0,0.0,1,2
Gemini,x05,0.5,CLI.C.574100275,Expert,4,non,0.09027198950437668,0.09027198950437668,2,1
Gemini,x05,0.5,CLI.C.574100275,Expert,4,think,0.5,0.5,2,1
Gemini,x2,2.0,CLI.C.574100275,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574100275,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.574100275,Expert,4,non,0.5451359947521883,0.5451359947521883,2,2
Gemini,pooled,,CLI.C.574100275,Expert,4,think,0.75,0.75,2,2
Gemini,x05,0.5,CLI.C.574100275,Chief judge,5,non,0.2607857474570882,0.2607857474570882,1,1
Gemini,x05,0.5,CLI.C.574100275,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574100275,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574100275,Chief judge,5,non,0.6303928737285441,0.6303928737285441,1,2
Gemini,pooled,,CLI.C.574100275,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574123445,Fortune,1,non,0.22114535288153775,0.22114535288153775,1,1
Gemini,x05,0.5,CLI.C.574123445,Fortune,1,think,-0.1919734868213123,0.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Fortune,1,non,0.025316863562819193,0.025316863562819193,1,1
Gemini,x2,2.0,CLI.C.574123445,Fortune,1,think,0.3384860353292078,0.3384860353292078,1,1
Gemini,pooled,,CLI.C.574123445,Fortune,1,non,0.12323110822217848,0.12323110822217848,1,2
Gemini,pooled,,CLI.C.574123445,Fortune,1,think,0.07325627425394775,0.1692430176646039,1,2
Gemini,x05,0.5,CLI.C.574123445,Layperson,2,non,0.4083989008724886,0.4083989008724886,1,1
Gemini,x05,0.5,CLI.C.574123445,Layperson,2,think,-0.35817051944641054,0.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Layperson,2,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574123445,Layperson,2,non,0.7041994504362443,0.7041994504362443,1,2
Gemini,pooled,,CLI.C.574123445,Layperson,2,think,0.32091474027679473,0.5,1,2
Gemini,x05,0.5,CLI.C.574123445,Law student,3,non,0.40799090996252607,0.40799090996252607,1,1
Gemini,x05,0.5,CLI.C.574123445,Law student,3,think,-0.35817051944641054,0.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574123445,Law student,3,non,0.703995454981263,0.703995454981263,1,2
Gemini,pooled,,CLI.C.574123445,Law student,3,think,0.32091474027679473,0.5,1,2
Gemini,x05,0.5,CLI.C.574123445,Expert,4,non,1.0,1.0,2,1
Gemini,x05,0.5,CLI.C.574123445,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574123445,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574123445,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.574123445,Expert,4,non,1.0,1.0,2,2
Gemini,pooled,,CLI.C.574123445,Expert,4,think,1.0,1.0,2,2
Gemini,x05,0.5,CLI.C.574123445,Chief judge,5,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574123445,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574123445,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574123445,Chief judge,5,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574123445,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574324080,Fortune,1,non,0.5343237229046496,0.5343237229046496,1,1
Gemini,x05,0.5,CLI.C.574324080,Fortune,1,think,0.6658193838645178,0.6658193838645178,1,1
Gemini,x2,2.0,CLI.C.574324080,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574324080,Fortune,1,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574324080,Fortune,1,non,0.7671618614523248,0.7671618614523248,1,2
Gemini,pooled,,CLI.C.574324080,Fortune,1,think,0.3329096919322589,0.3329096919322589,1,2
Gemini,x05,0.5,CLI.C.574324080,Layperson,2,non,0.4537641462205639,0.4537641462205639,1,1
Gemini,x05,0.5,CLI.C.574324080,Layperson,2,think,0.6627581453180142,0.6627581453180142,1,1
Gemini,x2,2.0,CLI.C.574324080,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574324080,Layperson,2,think,1.1780806264232875,1.0,1,1
Gemini,pooled,,CLI.C.574324080,Layperson,2,non,0.726882073110282,0.726882073110282,1,2
Gemini,pooled,,CLI.C.574324080,Layperson,2,think,0.9204193858706509,0.8313790726590071,1,2
Gemini,x05,0.5,CLI.C.574324080,Law student,3,non,0.5293915039239913,0.5293915039239913,1,1
Gemini,x05,0.5,CLI.C.574324080,Law student,3,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574324080,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574324080,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574324080,Law student,3,non,0.7646957519619957,0.7646957519619957,1,2
Gemini,pooled,,CLI.C.574324080,Law student,3,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574324080,Expert,4,non,0.5221986845771979,0.5221986845771979,2,1
Gemini,x05,0.5,CLI.C.574324080,Expert,4,think,0.8316098135144498,0.8316098135144498,2,1
Gemini,x2,2.0,CLI.C.574324080,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574324080,Expert,4,think,0.9988024207334936,0.9988024207334936,2,1
Gemini,pooled,,CLI.C.574324080,Expert,4,non,0.761099342288599,0.761099342288599,2,2
Gemini,pooled,,CLI.C.574324080,Expert,4,think,0.9152061171239717,0.9152061171239717,2,2
Gemini,x05,0.5,CLI.C.574324080,Chief judge,5,non,0.5362070085187642,0.5362070085187642,1,1
Gemini,x05,0.5,CLI.C.574324080,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574324080,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574324080,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574324080,Chief judge,5,non,0.7681035042593821,0.7681035042593821,1,2
Gemini,pooled,,CLI.C.574324080,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574502602,Fortune,1,non,0.0020904511798150605,0.0020904511798150605,1,1
Gemini,x05,0.5,CLI.C.574502602,Fortune,1,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574502602,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574502602,Fortune,1,think,0.9965353615151473,0.9965353615151473,1,1
Gemini,pooled,,CLI.C.574502602,Fortune,1,non,0.5010452255899075,0.5010452255899075,1,2
Gemini,pooled,,CLI.C.574502602,Fortune,1,think,0.49826768075757366,0.49826768075757366,1,2
Gemini,x05,0.5,CLI.C.574502602,Layperson,2,non,0.0020904511798150605,0.0020904511798150605,1,1
Gemini,x05,0.5,CLI.C.574502602,Layperson,2,think,0.26883351601210825,0.26883351601210825,1,1
Gemini,x2,2.0,CLI.C.574502602,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574502602,Layperson,2,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574502602,Layperson,2,non,0.5010452255899075,0.5010452255899075,1,2
Gemini,pooled,,CLI.C.574502602,Layperson,2,think,0.6344167580060541,0.6344167580060541,1,2
Gemini,x05,0.5,CLI.C.574502602,Law student,3,non,0.0020904511798150605,0.0020904511798150605,1,1
Gemini,x05,0.5,CLI.C.574502602,Law student,3,think,0.4992622440224868,0.4992622440224868,1,1
Gemini,x2,2.0,CLI.C.574502602,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574502602,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574502602,Law student,3,non,0.5010452255899075,0.5010452255899075,1,2
Gemini,pooled,,CLI.C.574502602,Law student,3,think,0.7496311220112434,0.7496311220112434,1,2
Gemini,x05,0.5,CLI.C.574502602,Expert,4,non,0.0020904511798150605,0.0020904511798150605,2,1
Gemini,x05,0.5,CLI.C.574502602,Expert,4,think,0.6344167580060541,0.6344167580060541,2,1
Gemini,x2,2.0,CLI.C.574502602,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574502602,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.574502602,Expert,4,non,0.5010452255899075,0.5010452255899075,2,2
Gemini,pooled,,CLI.C.574502602,Expert,4,think,0.8172083790030271,0.8172083790030271,2,2
Gemini,x05,0.5,CLI.C.574502602,Chief judge,5,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574502602,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574502602,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574502602,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574502602,Chief judge,5,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574502602,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574504175,Fortune,1,non,0.01485766879232145,0.01485766879232145,1,1
Gemini,x05,0.5,CLI.C.574504175,Fortune,1,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Fortune,1,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574504175,Fortune,1,non,0.5074288343961607,0.5074288343961607,1,2
Gemini,pooled,,CLI.C.574504175,Fortune,1,think,0.0,0.0,1,2
Gemini,x05,0.5,CLI.C.574504175,Layperson,2,non,0.014718880342442236,0.014718880342442236,1,1
Gemini,x05,0.5,CLI.C.574504175,Layperson,2,think,-6.294850811944153e-06,0.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Layperson,2,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574504175,Layperson,2,non,0.5073594401712211,0.5073594401712211,1,2
Gemini,pooled,,CLI.C.574504175,Layperson,2,think,-3.1474254059720765e-06,0.0,1,2
Gemini,x05,0.5,CLI.C.574504175,Law student,3,non,0.014894192068605427,0.014894192068605427,1,1
Gemini,x05,0.5,CLI.C.574504175,Law student,3,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574504175,Law student,3,non,0.5074470960343027,0.5074470960343027,1,2
Gemini,pooled,,CLI.C.574504175,Law student,3,think,0.5,0.5,1,2
Gemini,x05,0.5,CLI.C.574504175,Expert,4,non,0.0920934411500449,0.0920934411500449,2,1
Gemini,x05,0.5,CLI.C.574504175,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574504175,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574504175,Expert,4,think,0.50001630789302,0.50001630789302,2,1
Gemini,pooled,,CLI.C.574504175,Expert,4,non,0.5460467205750225,0.5460467205750225,2,2
Gemini,pooled,,CLI.C.574504175,Expert,4,think,0.75000815394651,0.75000815394651,2,2
Gemini,x05,0.5,CLI.C.574504175,Chief judge,5,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574504175,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574504175,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574504175,Chief judge,5,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574504175,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574655575,Fortune,1,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574655575,Fortune,1,think,0.17828200972447325,0.17828200972447325,1,1
Gemini,x2,2.0,CLI.C.574655575,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574655575,Fortune,1,think,-0.13785497656465398,0.0,1,1
Gemini,pooled,,CLI.C.574655575,Fortune,1,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574655575,Fortune,1,think,0.020213516579909635,0.08914100486223663,1,2
Gemini,x05,0.5,CLI.C.574655575,Layperson,2,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574655575,Layperson,2,think,0.5672609400324149,0.5672609400324149,1,1
Gemini,x2,2.0,CLI.C.574655575,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574655575,Layperson,2,think,1.0146126275158533,1.0,1,1
Gemini,pooled,,CLI.C.574655575,Layperson,2,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574655575,Layperson,2,think,0.7909367837741341,0.7836304700162074,1,2
Gemini,x05,0.5,CLI.C.574655575,Law student,3,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574655575,Law student,3,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574655575,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574655575,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574655575,Law student,3,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574655575,Law student,3,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574655575,Expert,4,non,1.0,1.0,2,1
Gemini,x05,0.5,CLI.C.574655575,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574655575,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574655575,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.574655575,Expert,4,non,1.0,1.0,2,2
Gemini,pooled,,CLI.C.574655575,Expert,4,think,1.0,1.0,2,2
Gemini,x05,0.5,CLI.C.574655575,Chief judge,5,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574655575,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574655575,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574655575,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574655575,Chief judge,5,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574655575,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574828493,Fortune,1,non,0.27323565078359735,0.27323565078359735,1,1
Gemini,x05,0.5,CLI.C.574828493,Fortune,1,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Fortune,1,think,0.0,0.0,1,1
Gemini,pooled,,CLI.C.574828493,Fortune,1,non,0.6366178253917987,0.6366178253917987,1,2
Gemini,pooled,,CLI.C.574828493,Fortune,1,think,0.0,0.0,1,2
Gemini,x05,0.5,CLI.C.574828493,Layperson,2,non,0.27227015378436203,0.27227015378436203,1,1
Gemini,x05,0.5,CLI.C.574828493,Layperson,2,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Layperson,2,think,1.0001277717503385,1.0,1,1
Gemini,pooled,,CLI.C.574828493,Layperson,2,non,0.636135076892181,0.636135076892181,1,2
Gemini,pooled,,CLI.C.574828493,Layperson,2,think,0.5000638858751693,0.5,1,2
Gemini,x05,0.5,CLI.C.574828493,Law student,3,non,0.9654969992353263,0.9654969992353263,1,1
Gemini,x05,0.5,CLI.C.574828493,Law student,3,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574828493,Law student,3,non,0.9827484996176632,0.9827484996176632,1,2
Gemini,pooled,,CLI.C.574828493,Law student,3,think,0.5,0.5,1,2
Gemini,x05,0.5,CLI.C.574828493,Expert,4,non,1.0,1.0,2,1
Gemini,x05,0.5,CLI.C.574828493,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574828493,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574828493,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.574828493,Expert,4,non,1.0,1.0,2,2
Gemini,pooled,,CLI.C.574828493,Expert,4,think,1.0,1.0,2,2
Gemini,x05,0.5,CLI.C.574828493,Chief judge,5,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.574828493,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574828493,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574828493,Chief judge,5,non,1.0,1.0,1,2
Gemini,pooled,,CLI.C.574828493,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574839658,Fortune,1,non,0.1735553765631969,0.1735553765631969,1,1
Gemini,x05,0.5,CLI.C.574839658,Fortune,1,think,0.0,0.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Fortune,1,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Fortune,1,think,3.9314493490334135,1.0,1,1
Gemini,pooled,,CLI.C.574839658,Fortune,1,non,0.5867776882815985,0.5867776882815985,1,2
Gemini,pooled,,CLI.C.574839658,Fortune,1,think,1.9657246745167067,0.5,1,2
Gemini,x05,0.5,CLI.C.574839658,Layperson,2,non,0.26949590474754054,0.26949590474754054,1,1
Gemini,x05,0.5,CLI.C.574839658,Layperson,2,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Layperson,2,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Layperson,2,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574839658,Layperson,2,non,0.6347479523737702,0.6347479523737702,1,2
Gemini,pooled,,CLI.C.574839658,Layperson,2,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574839658,Law student,3,non,0.4909320937934221,0.4909320937934221,1,1
Gemini,x05,0.5,CLI.C.574839658,Law student,3,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Law student,3,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Law student,3,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574839658,Law student,3,non,0.745466046896711,0.745466046896711,1,2
Gemini,pooled,,CLI.C.574839658,Law student,3,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.574839658,Expert,4,non,0.4909320937934221,0.4909320937934221,2,1
Gemini,x05,0.5,CLI.C.574839658,Expert,4,think,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574839658,Expert,4,non,1.0,1.0,2,1
Gemini,x2,2.0,CLI.C.574839658,Expert,4,think,1.0,1.0,2,1
Gemini,pooled,,CLI.C.574839658,Expert,4,non,0.745466046896711,0.745466046896711,2,2
Gemini,pooled,,CLI.C.574839658,Expert,4,think,1.0,1.0,2,2
Gemini,x05,0.5,CLI.C.574839658,Chief judge,5,non,0.4909320937934221,0.4909320937934221,1,1
Gemini,x05,0.5,CLI.C.574839658,Chief judge,5,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Chief judge,5,non,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.574839658,Chief judge,5,think,1.0,1.0,1,1
Gemini,pooled,,CLI.C.574839658,Chief judge,5,non,0.745466046896711,0.745466046896711,1,2
Gemini,pooled,,CLI.C.574839658,Chief judge,5,think,1.0,1.0,1,2
Gemini,x05,0.5,CLI.C.575158332,Fortune,1,non,1.0,1.0,1,1
Gemini,x05,0.5,CLI.C.575158332,Fortune,1,think,1.0,1.0,1,1
Gemini,x2,2.0,CLI.C.575158332,Fortune,1,non,1.0,1.0,1,1
